mandi_pair,distance_km,fuel_needed_4kmpl,fuel_cost_95,toll,maintenance,hamali,crates_120piece_150perpiece,Kanta_300_per_mandi,Bhatta,Total expense,average_per_km,,
From Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC to Haryana-Mahendragarh-Narnaul-Mohindergarh APMC,1100,275,26125,5500,3300,1600,18000,600,1300,56425,51.29545455,,
"From NCT of Delhi-Delhi-Fruit&Vegetable Market,Gazipur APMC to Punjab-Kapurthala-Phagwara APMC",360,90,8550,1800,1080,1600,18000,600,560,32190,89.41666667,,
From Gujarat-Dahod-Dahod(Veg. Market) APMC to Maharashtra-Pune-Pune APMC,580,145,13775,2900,1740,1600,18000,600,780,39395,67.92241379,,
From Gujarat-Vadodara(Baroda)-Padra APMC to Gujarat-Surat-Surat APMC,150,37.5,3562.5,750,450,1600,18000,600,350,25312.5,168.75,,
From Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC to Karnataka-Kolar-Chickkaballapura APMC,1650,412.5,39187.5,8250,4950,1600,18000,600,1850,74437.5,45.11363636,,
From Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC to Gujarat-Bharuch-Bharuch APMC,380,95,9025,1900,1140,1600,18000,600,580,32845,86.43421053,,
From Karnataka-Shimoga-Shimoga APMC to Maharashtra-Pune-Pune APMC,780,195,18525,3900,2340,1600,18000,600,980,45945,58.90384615,,
From Karnataka-Bangalore-Ramanagara APMC to Karnataka-Chamrajnagar-Gundlupet APMC,165,41.25,3918.75,825,495,1600,18000,600,365,25803.75,156.3863636,,
From Gujarat-Morbi-Morbi APMC to Gujarat-Gir Somnath-Talalagir APMC,245,61.25,5818.75,1225,735,1600,18000,600,445,28423.75,116.0153061,,
From Maharashtra-Nashik-Nasik APMC to Maharashtra-Ahmednagar-Ahmednagar APMC,160,40,3800,800,480,1600,18000,600,360,25640,160.25,,
From Haryana-Sonipat-Gohana APMC to Punjab-Ludhiana-Khanna APMC,280,70,6650,1400,840,1600,18000,600,480,29570,105.6071429,,
From Maharashtra-Nagpur-Hingna APMC to Maharashtra-Kolhapur-Kolhapur APMC,850,212.5,20187.5,4250,2550,1600,18000,600,1050,48237.5,56.75,,
From Uttar Pradesh-Mirzapur-Mirzapur APMC to Uttar Pradesh-Barabanki-Barabanki APMC,280,70,6650,1400,840,1600,18000,600,480,29570,105.6071429,,
From Gujarat-Morbi-Morbi APMC to Gujarat-Navsari-Bilimora APMC,480,120,11400,2400,1440,1600,18000,600,680,36120,75.25,,
From Uttar Pradesh-Sitapur-Mehmoodabad APMC to Uttar Pradesh-Basti-Basti APMC,160,40,3800,800,480,1600,18000,600,360,25640,160.25,,
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Ahmednagar-Rahuri APMC,50,12.5,1187.5,250,150,1600,18000,600,250,22037.5,440.75,,
From Maharashtra-Pune-Pune(Moshi) APMC to Maharashtra-Satara-Satara APMC,115,28.75,2731.25,575,345,1600,18000,600,315,24166.25,210.1413043,,
From Maharashtra-Nagpur-Hingna APMC to Karnataka-Shimoga-Shimoga APMC,1250,312.5,29687.5,6250,3750,1600,18000,600,1450,61337.5,49.07,,
From Rajasthan-Hanumangarh-HanumangarhTown APMC to Punjab-Bhatinda-Bathinda APMC,105,26.25,2493.75,525,315,1600,18000,600,305,23838.75,227.0357143,,
From Maharashtra-Ahmednagar-Sangamner APMC to Gujarat-Bharuch-Bharuch APMC,310,77.5,7362.5,1550,930,1600,18000,600,510,30552.5,98.55645161,,
From Karnataka-Kolar-Chintamani APMC to Maharashtra-Nashik-Nasik APMC,1050,262.5,24937.5,5250,3150,1600,18000,600,1250,54787.5,52.17857143,,
From Gujarat-Ahmedabad-Ahmedabad APMC to Andhra Pradesh-Chittor-Punganur APMC,1550,387.5,36812.5,7750,4650,1600,18000,600,1750,71162.5,45.91129032,,
From Haryana-Panipat-Panipat APMC to Karnataka-Shimoga-Shimoga APMC,2450,612.5,58187.5,12250,7350,1600,18000,600,2650,100637.5,41.07653061,,
From Maharashtra-Pune-Pune(Moshi) APMC to Madhya Pradesh-Indore-Indore(F&V) APMC,600,150,14250,3000,1800,1600,18000,600,800,40050,66.75,,
From Karnataka-Shimoga-Shimoga APMC to Maharashtra-Amarawati-Amrawati(Frui & Veg. Market) APMC,1250,312.5,29687.5,6250,3750,1600,18000,600,1450,61337.5,49.07,,
"From Gujarat-Anand-Anand(Veg,Yard,Anand) APMC to Rajasthan-Ajmer-Ajmer(F&V) APMC",550,137.5,13062.5,2750,1650,1600,18000,600,750,38412.5,69.84090909,,
From Gujarat-Surat-Surat APMC to Haryana-Mahendragarh-Narnaul-Mohindergarh APMC,1100,275,26125,5500,3300,1600,18000,600,1300,56425,51.29545455,,
From Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC to Maharashtra-Ahmednagar-Ahmednagar APMC,115,28.75,2731.25,575,345,1600,18000,600,315,24166.25,210.1413043,,
From Karnataka-Chamrajnagar-Gundlupet APMC to Maharashtra-Pune-Pune(Moshi) APMC,950,237.5,22562.5,4750,2850,1600,18000,600,1150,51512.5,54.22368421,,
From Maharashtra-Pune-Junnar(Narayangaon) APMC to Maharashtra-Satara-Satara APMC,210,52.5,4987.5,1050,630,1600,18000,600,410,27277.5,129.8928571,,
From Maharashtra-Chandrapur-Chandrapur(Ganjwad) APMC to Maharashtra-Ahmednagar-Sangamner APMC,680,170,16150,3400,2040,1600,18000,600,880,42670,62.75,,
From Uttar Pradesh-Sitapur-Viswan APMC to Uttar Pradesh-Barabanki-Barabanki APMC,90,22.5,2137.5,450,270,1600,18000,600,290,23347.5,259.4166667,,
From Andhra Pradesh-Annamayya-Valmikipuram APMC to Gujarat-Gir Somnath-Talalagir APMC,1650,412.5,39187.5,8250,4950,1600,18000,600,1850,74437.5,45.11363636,,
From Gujarat-Navsari-Navsari APMC to Punjab-Patiala-Patran APMC,1350,337.5,32062.5,6750,4050,1600,18000,600,1550,64612.5,47.86111111,,
From Gujarat-Vadodara(Baroda)-Padra APMC to Punjab-Ludhiana-Ludhiana APMC,1250,312.5,29687.5,6250,3750,1600,18000,600,1450,61337.5,49.07,,
From Andhra Pradesh-Chittor-Kalikiri APMC to Andhra Pradesh-Chittor-Palamaner APMC,90,22.5,2137.5,450,270,1600,18000,600,290,23347.5,259.4166667,,
From Uttar Pradesh-Sitapur-Mehmoodabad APMC to Uttar Pradesh-Barabanki-Barabanki APMC,60,15,1425,300,180,1600,18000,600,260,22365,372.75,,
From Karnataka-Kolar-Kolar APMC to Karnataka-Shimoga-Shimoga APMC,350,87.5,8312.5,1750,1050,1600,18000,600,550,31862.5,91.03571429,,
From Gujarat-Ahmedabad-Ahmedabad APMC to Punjab-Ludhiana-Ludhiana APMC,1225,306.25,29093.75,6125,3675,1600,18000,600,1425,60518.75,49.40306122,,
From Uttar Pradesh-Raebarelli-Raibareilly APMC to Uttar Pradesh-Sonbhadra-Robertsganj APMC,280,70,6650,1400,840,1600,18000,600,480,29570,105.6071429,,
From Gujarat-Dahod-Dahod(Veg. Market) APMC to Karnataka-Kolar-Chickkaballapura APMC,1350,337.5,32062.5,6750,4050,1600,18000,600,1550,64612.5,47.86111111,,
From Andhra Pradesh-Chittor-Punganur APMC to Gujarat-Gir Somnath-Talalagir APMC,1650,412.5,39187.5,8250,4950,1600,18000,600,1850,74437.5,45.11363636,,
From Gujarat-Bharuch-Bharuch APMC to Madhya Pradesh-Indore-Indore(F&V) APMC,410,102.5,9737.5,2050,1230,1600,18000,600,610,33827.5,82.50609756,,
From Gujarat-Navsari-Navsari APMC to Rajasthan-Bikaner-Bikaner (F&V) APMC,1250,312.5,29687.5,6250,3750,1600,18000,600,1450,61337.5,49.07,,
From Haryana-Rewari-Rewari APMC to Gujarat-Navsari-Navsari APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
From Uttar Pradesh-Kannuj-Kannauj APMC to Uttar Pradesh-Mirzapur-Mirzapur APMC,350,87.5,8312.5,1750,1050,1600,18000,600,550,31862.5,91.03571429,,
From Uttar Pradesh-Barabanki-Barabanki APMC to Rajasthan-Bhilwara-Bhilwara APMC,750,187.5,17812.5,3750,2250,1600,18000,600,950,44962.5,59.95,,
From Haryana-Panipat-Panipat APMC to Maharashtra-Satara-Phaltan APMC,1550,387.5,36812.5,7750,4650,1600,18000,600,1750,71162.5,45.91129032,,
From Punjab-Kapurthala-Phagwara APMC to Haryana-Sirsa-Sirsa APMC,220,55,5225,1100,660,1600,18000,600,420,27605,125.4772727,,
From Punjab-Patiala-Patran APMC to Rajasthan-Jodhpur-Jodhpur (F&V) APMC,550,137.5,13062.5,2750,1650,1600,18000,600,750,38412.5,69.84090909,,
From Karnataka-Shimoga-Shimoga APMC to Maharashtra-Kolhapur-Kolhapur APMC,480,120,11400,2400,1440,1600,18000,600,680,36120,75.25,,
From Gujarat-Morbi-Morbi APMC to Uttar Pradesh-Bijnor-Najibabad APMC,1350,337.5,32062.5,6750,4050,1600,18000,600,1550,64612.5,47.86111111,,
From Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC to Maharashtra-Pune-Khed(Chakan) APMC,680,170,16150,3400,2040,1600,18000,600,880,42670,62.75,,
From Karnataka-Kolar-Chintamani APMC to Karnataka-Shimoga-Shimoga APMC,350,87.5,8312.5,1750,1050,1600,18000,600,550,31862.5,91.03571429,,
From Karnataka-Kolar-Mulabagilu APMC to Karnataka-Shimoga-Shimoga APMC,380,95,9025,1900,1140,1600,18000,600,580,32845,86.43421053,,
From Andhra Pradesh-Chittor-Kalikiri APMC to Haryana-Faridabad-Ballabhgarh APMC,2150,537.5,51062.5,10750,6450,1600,18000,600,2350,90812.5,42.23837209,,
From Maharashtra-Sholapur-Solapur APMC to Karnataka-Kolar-Mulabagilu APMC,650,162.5,15437.5,3250,1950,1600,18000,600,850,41687.5,64.13461538,,
From Punjab-Ludhiana-Ludhiana APMC to Andhra Pradesh-Chittor-Punganur APMC,2450,612.5,58187.5,12250,7350,1600,18000,600,2650,100637.5,41.07653061,,
From Uttar Pradesh-Sitapur-Mehmoodabad APMC to Uttar Pradesh-Azamgarh-Azamgarh APMC,280,70,6650,1400,840,1600,18000,600,480,29570,105.6071429,,
From Karnataka-Kolar-Kolar APMC to Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC,920,230,21850,4600,2760,1600,18000,600,1120,50530,54.92391304,,
From Gujarat-Navsari-Navsari APMC to Punjab-Ludhiana-Khanna APMC,1350,337.5,32062.5,6750,4050,1600,18000,600,1550,64612.5,47.86111111,,
From Punjab-Ludhiana-Ludhiana APMC to Haryana-Mahendragarh-Narnaul-Mohindergarh APMC,280,70,6650,1400,840,1600,18000,600,480,29570,105.6071429,,
From Maharashtra-Kolhapur-Kolhapur APMC to Maharashtra-Satara-Satara APMC,135,33.75,3206.25,675,405,1600,18000,600,335,24821.25,183.8611111,,
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Sholapur-Mangal Wedha APMC,450,112.5,10687.5,2250,1350,1600,18000,600,650,35137.5,78.08333333,,
From Karnataka-Kolar-Kolar APMC to Maharashtra-Sholapur-Mangal Wedha APMC,650,162.5,15437.5,3250,1950,1600,18000,600,850,41687.5,64.13461538,,
From Uttar Pradesh-Sonbhadra-Robertsganj APMC to Uttar Pradesh-Basti-Basti APMC,330,82.5,7837.5,1650,990,1600,18000,600,530,31207.5,94.56818182,,
From Haryana-Sonipat-Gohana APMC to Punjab-Patiala-Patran APMC,150,37.5,3562.5,750,450,1600,18000,600,350,25312.5,168.75,,
From Haryana-Panipat-Panipat APMC to Maharashtra-Kolhapur-Kolhapur APMC,1700,425,40375,8500,5100,1600,18000,600,1900,76075,44.75,,
From Uttar Pradesh-Banda-Banda APMC to Uttar Pradesh-Pratapgarh-Pratapgarh APMC,250,62.5,5937.5,1250,750,1600,18000,600,450,28587.5,114.35,,
From Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC to Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC,1410,352.5,33487.5,7050,4230,1600,18000,600,1610,66577.5,47.21808511,,
From Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC to Maharashtra-Kolhapur-Kolhapur APMC,850,212.5,20187.5,4250,2550,1600,18000,600,1050,48237.5,56.75,,
From Uttar Pradesh-Sonbhadra-Robertsganj APMC to Uttar Pradesh-Barabanki-Barabanki APMC,310,77.5,7362.5,1550,930,1600,18000,600,510,30552.5,98.55645161,,
From Gujarat-Bharuch-Bharuch APMC to Maharashtra-Satara-Satara APMC,525,131.25,12468.75,2625,1575,1600,18000,600,725,37593.75,71.60714286,,
From Uttar Pradesh-Raebarelli-Raibareilly APMC to Uttar Pradesh-Mirzapur-Mirzapur APMC,220,55,5225,1100,660,1600,18000,600,420,27605,125.4772727,,
From Uttar Pradesh-Sitapur-Viswan APMC to Uttar Pradesh-Barabanki-Safdarganj APMC,120,30,2850,600,360,1600,18000,600,320,24330,202.75,,
From Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC to Karnataka-Shimoga-Shimoga APMC,1550,387.5,36812.5,7750,4650,1600,18000,600,1750,71162.5,45.91129032,,
From Karnataka-Kolar-Kolar APMC to Maharashtra-Ahmednagar-Ahmednagar APMC,950,237.5,22562.5,4750,2850,1600,18000,600,1150,51512.5,54.22368421,,
From Maharashtra-Nagpur-Nagpur APMC to Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC,1115,278.75,26481.25,5575,3345,1600,18000,600,1315,56916.25,51.04596413,,
From Gujarat-Morbi-Morbi APMC to Haryana-Mahendragarh-Narnaul-Mohindergarh APMC,950,237.5,22562.5,4750,2850,1600,18000,600,1150,51512.5,54.22368421,,
From Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC to Maharashtra-Pune-Pune APMC,725,181.25,17218.75,3625,2175,1600,18000,600,925,44143.75,60.88793103,,
From Andhra Pradesh-Chittor-Kalikiri APMC to Gujarat-Gir Somnath-Talalagir APMC,1720,430,40850,8600,5160,1600,18000,600,1920,76730,44.61046512,,
From Karnataka-Kolar-Mulabagilu APMC to Maharashtra-Ahmednagar-Ahmednagar APMC,1050,262.5,24937.5,5250,3150,1600,18000,600,1250,54787.5,52.17857143,,
From Karnataka-Kolar-Mulabagilu APMC to Maharashtra-Sholapur-Mangal Wedha APMC,750,187.5,17812.5,3750,2250,1600,18000,600,950,44962.5,59.95,,
From Gujarat-Surat-Surat APMC to Andhra Pradesh-Chittor-Punganur APMC,1365,341.25,32418.75,6825,4095,1600,18000,600,1565,65103.75,47.69505495,,
From Andhra Pradesh-Chittor-Punganur APMC to Gujarat-Navsari-Bilimora APMC,1450,362.5,34437.5,7250,4350,1600,18000,600,1650,67887.5,46.81896552,,
From Maharashtra-Chandrapur-Chandrapur(Ganjwad) APMC to Karnataka-Kolar-Chintamani APMC,1065,266.25,25293.75,5325,3195,1600,18000,600,1265,55278.75,51.90492958,,
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Ahmednagar-Ahmednagar APMC,145,36.25,3443.75,725,435,1600,18000,600,345,25148.75,173.4396552,,
From Maharashtra-Chandrapur-Chandrapur(Ganjwad) APMC to Karnataka-Kolar-Mulabagilu APMC,1120,280,26600,5600,3360,1600,18000,600,1320,57080,50.96428571,,
From Gujarat-Navsari-Bilimora APMC to Uttar Pradesh-Ghaziabad-Ghaziabad APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
From Uttar Pradesh-Sitapur-Mehmoodabad APMC to Uttar Pradesh-Barabanki-Safdarganj APMC,65,16.25,1543.75,325,195,1600,18000,600,265,22528.75,346.5961538,,
From Uttar Pradesh-Banda-Banda APMC to Uttar Pradesh-Barabanki-Safdarganj APMC,280,70,6650,1400,840,1600,18000,600,480,29570,105.6071429,,
From Maharashtra-Chandrapur-Chandrapur(Ganjwad) APMC to Karnataka-Bellary-Hospet APMC,850,212.5,20187.5,4250,2550,1600,18000,600,1050,48237.5,56.75,,
From Uttar Pradesh-Mirzapur-Mirzapur APMC to Uttar Pradesh-Barabanki-Safdarganj APMC,280,70,6650,1400,840,1600,18000,600,480,29570,105.6071429,,
From Maharashtra-Chandrapur-Chandrapur(Ganjwad) APMC to Karnataka-Kolar-Kolar APMC,1080,270,25650,5400,3240,1600,18000,600,1280,55770,51.63888889,,
From Maharashtra-Pune-Junnar(Narayangaon) APMC to Maharashtra-Pune-Khed(Chakan) APMC,90,22.5,2137.5,450,270,1600,18000,600,290,23347.5,259.4166667,,
From Haryana-Panipat-Panipat APMC to Maharashtra-Ahmednagar-Ahmednagar APMC,1380,345,32775,6900,4140,1600,18000,600,1580,65595,47.5326087,,
From Maharashtra-Nagpur-Nagpur APMC to Maharashtra-Kolhapur-Kolhapur APMC,855,213.75,20306.25,4275,2565,1600,18000,600,1055,48401.25,56.60964912,,
From Gujarat-Surat-Surat APMC to Punjab-Ludhiana-Ludhiana APMC,1350,337.5,32062.5,6750,4050,1600,18000,600,1550,64612.5,47.86111111,,
From Karnataka-Kolar-Kolar APMC to Maharashtra-Nagpur-Hingna APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
From Haryana-Panipat-Panipat APMC to Gujarat-Bharuch-Bharuch APMC,1180,295,28025,5900,3540,1600,18000,600,1380,59045,50.03813559,,
From Uttar Pradesh-Jaunpur-Jaunpur APMC to Uttar Pradesh-Barabanki-Safdarganj APMC,280,70,6650,1400,840,1600,18000,600,480,29570,105.6071429,,
From Uttar Pradesh-Raebarelli-Salon APMC to Uttar Pradesh-Barabanki-Safdarganj APMC,120,30,2850,600,360,1600,18000,600,320,24330,202.75,,
From Karnataka-Kolar-Kolar APMC to Maharashtra-Ahmednagar-Sangamner APMC,1020,255,24225,5100,3060,1600,18000,600,1220,53805,52.75,,
From Andhra Pradesh-Chittor-Madanapalli APMC to Haryana-Hissar-Hansi APMC,2200,550,52250,11000,6600,1600,18000,600,2400,92450,42.02272727,,
From Maharashtra-Nagpur-Hingna APMC to Maharashtra-Ahmednagar-Ahmednagar APMC,630,157.5,14962.5,3150,1890,1600,18000,600,830,41032.5,65.13095238,,
From Andhra Pradesh-Chittor-Punganur APMC to Uttar Pradesh-Fatehpur-Fatehpur APMC,1700,425,40375,8500,5100,1600,18000,600,1900,76075,44.75,,
From Maharashtra-Pune-Pune APMC to Karnataka-Kolar-Chickkaballapura APMC,880,220,20900,4400,2640,1600,18000,600,1080,49220,55.93181818,,
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Ahmednagar-Rahata APMC,250,62.5,5937.5,1250,750,1600,18000,600,450,28587.5,114.35,,
From Karnataka-Kolar-Chintamani APMC to Maharashtra-Ahmednagar-Rahata APMC,950,237.5,22562.5,4750,2850,1600,18000,600,1150,51512.5,54.22368421,,
From Karnataka-Kolar-Mulabagilu APMC to Karnataka-Bellary-Hospet APMC,330,82.5,7837.5,1650,990,1600,18000,600,530,31207.5,94.56818182,,
From Karnataka-Kolar-Chintamani APMC to Karnataka-Bellary-Hospet APMC,320,80,7600,1600,960,1600,18000,600,520,30880,96.5,,
From Andhra Pradesh-Chittor-Palamaner APMC to Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC,1540,385,36575,7700,4620,1600,18000,600,1740,70835,45.99675325,,
From Karnataka-Kolar-Chintamani APMC to Gujarat-Dahod-Dahod(Veg. Market) APMC,1340,335,31825,6700,4020,1600,18000,600,1540,64285,47.9738806,,
From Rajasthan-Jaipur-Chomu FV APMC to Rajasthan-Alwar-Alwar APMC,160,40,3800,800,480,1600,18000,600,360,25640,160.25,,
From Uttar Pradesh-Barabanki-Safdarganj APMC to Haryana-Sonipat-Sonepat APMC,570,142.5,13537.5,2850,1710,1600,18000,600,770,39067.5,68.53947368,,
From Maharashtra-Pune-Khed(Chakan) APMC to Gujarat-Navsari-Navsari APMC,280,70,6650,1400,840,1600,18000,600,480,29570,105.6071429,,
From Maharashtra-Pune-Pune APMC to Maharashtra-Satara-Vai APMC,95,23.75,2256.25,475,285,1600,18000,600,295,23511.25,247.4868421,,
From Maharashtra-Amarawati-Amrawati(Frui & Veg. Market) APMC to Maharashtra-Satara-Vai APMC,670,167.5,15912.5,3350,2010,1600,18000,600,870,42342.5,63.19776119,,
From Gujarat-Ahmedabad-Ahmedabad APMC to Punjab-Kapurthala-Phagwara APMC,1220,305,28975,6100,3660,1600,18000,600,1420,60355,49.47131148,,
From Karnataka-Kolar-Mulabagilu APMC to Haryana-Hissar-Hissar APMC,2140,535,50825,10700,6420,1600,18000,600,2340,90485,42.28271028,,
From Maharashtra-Nashik-Pimpalgaon APMC to Maharashtra-Nagpur-Kamthi APMC,670,167.5,15912.5,3350,2010,1600,18000,600,870,42342.5,63.19776119,,
From Andhra Pradesh-Annamayya-Valmikipuram APMC to Haryana-Sirsa-Sirsa APMC,2260,565,53675,11300,6780,1600,18000,600,2460,94415,41.77654867,,
From Karnataka-Kolar-Mulabagilu APMC to Maharashtra-Pune-Pune(Moshi) APMC,940,235,22325,4700,2820,1600,18000,600,1140,51185,54.45212766,,
From Andhra Pradesh-Chittor-Kalikiri APMC to Haryana-Sirsa-Sirsa APMC,2280,570,54150,11400,6840,1600,18000,600,2480,95070,41.69736842,,
From Uttar Pradesh-Sitapur-Mehmoodabad APMC to Haryana-Faridabad-Ballabhgarh APMC,540,135,12825,2700,1620,1600,18000,600,740,38085,70.52777778,,
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Punjab-Patiala-Patran APMC,470,117.5,11162.5,2350,1410,1600,18000,600,670,35792.5,76.15425532,,
From Maharashtra-Pune-Pune APMC to Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC,730,182.5,17337.5,3650,2190,1600,18000,600,930,44307.5,60.69520548,,
From Maharashtra-Amarawati-Amrawati(Frui & Veg. Market) APMC to Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC,880,220,20900,4400,2640,1600,18000,600,1080,49220,55.93181818,,
From Uttar Pradesh-Mirzapur-Ahirora APMC to Rajasthan-Udaipur-Udaipur (F&V) APMC,1050,262.5,24937.5,5250,3150,1600,18000,600,1250,54787.5,52.17857143,,
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Nashik-Pimpalgaon APMC,430,107.5,10212.5,2150,1290,1600,18000,600,630,34482.5,80.19186047,,
From Gujarat-Dahod-Dahod(Veg. Market) APMC to Maharashtra-Pune-Pune(Moshi) APMC,560,140,13300,2800,1680,1600,18000,600,760,38740,69.17857143,,
From Rajasthan-Udaipur-Udaipur (F&V) APMC to Rajasthan-Bikaner-Bikaner (F&V) APMC,500,125,11875,2500,1500,1600,18000,600,700,36775,73.55,,
From Maharashtra-Pune-Junnar(Narayangaon) APMC to Karnataka-Chikmagalur-Chikkamagalore APMC,730,182.5,17337.5,3650,2190,1600,18000,600,930,44307.5,60.69520548,,
From Rajasthan-Sikar-Sikar APMC to Andhra Pradesh-Kurnool-Pattikonda APMC,1860,465,44175,9300,5580,1600,18000,600,2060,81315,43.71774194,,
From Andhra Pradesh-Chittor-Kalikiri APMC to Gujarat-Morbi-Morbi APMC,1640,410,38950,8200,4920,1600,18000,600,1840,74110,45.18902439,,
"From Andhra Pradesh-Annamayya-Valmikipuram APMC to NCT of Delhi-Delhi-Fruit&Vegetable Market,Gazipur APMC",2040,510,48450,10200,6120,1600,18000,600,2240,87210,42.75,,
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Satara-Satara APMC,230,57.5,5462.5,1150,690,1600,18000,600,430,27932.5,121.4456522,,
From Maharashtra-Nagpur-Hingna APMC to Karnataka-Bangalore-Ramanagara APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
From Andhra Pradesh-Kurnool-Pattikonda APMC to Uttar Pradesh-Pratapgarh-Pratapgarh APMC,1560,390,37050,7800,4680,1600,18000,600,1760,71490,45.82692308,,
From Gujarat-Surat-Surat APMC to Haryana-Hissar-Hansi APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
"From Haryana-Hissar-Hansi APMC to Haryana-Karnal-New Grain Market(main), Karnal APMC",120,30,2850,600,360,1600,18000,600,320,24330,202.75,,
From Karnataka-Kolar-Mulabagilu APMC to Maharashtra-Sangli-Islampur APMC,730,182.5,17337.5,3650,2190,1600,18000,600,930,44307.5,60.69520548,,
From Haryana-Hissar-Hansi APMC to Haryana-Jhajar-Bahadurgarh APMC,130,32.5,3087.5,650,390,1600,18000,600,330,24657.5,189.6730769,,
From Maharashtra-Pune-Pune(Manjri) APMC to Maharashtra-Nagpur-Kamthi APMC,740,185,17575,3700,2220,1600,18000,600,940,44635,60.31756757,,
From Uttar Pradesh-Raebarelli-Raibareilly APMC to Uttar Pradesh-Gonda-Nawabganj APMC,160,40,3800,800,480,1600,18000,600,360,25640,160.25,,
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Pune-Pune(Moshi) APMC,150,37.5,3562.5,750,450,1600,18000,600,350,25312.5,168.75,,
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Punjab-Ludhiana-Khanna APMC,530,132.5,12587.5,2650,1590,1600,18000,600,730,37757.5,71.24056604,,
From Maharashtra-Kolhapur-Kolhapur APMC to Karnataka-Chikmagalur-Chikkamagalore APMC,400,100,9500,2000,1200,1600,18000,600,600,33500,83.75,,
From Andhra Pradesh-Kurnool-Pattikonda APMC to Uttar Pradesh-Barabanki-Safdarganj APMC,1640,410,38950,8200,4920,1600,18000,600,1840,74110,45.18902439,,
From Andhra Pradesh-Kurnool-Pattikonda APMC to Uttar Pradesh-Auraiya-Auraiya APMC,1480,370,35150,7400,4440,1600,18000,600,1680,68870,46.53378378,,
