"mandi_pair","analysis_grade","consecutive_months","avg_quantity_gap_MT","gross_price_advantage","loss_to_spoilage","net_price_advantage","distance_km","total_transport_cost","profit_per_trip"
From Rajasthan-Sikar-Sikar APMC to Uttar Pradesh-Balrampur-Balrampur APMC,FAQ,3,28.114170872444177,34949.4,1747.4700000000003,33201.93,910,32120.0,1081.9300000000003
From Maharashtra-Chandrapur-Chandrapur(Ganjwad) APMC to Gujarat-Navsari-Navsari APMC,Local,3,32.1593264929428,30231.600000000002,1511.5800000000002,28720.02,770,27640.0,1080.0200000000004
From Rajasthan-Sikar-Sikar APMC to Uttar Pradesh-Auraiya-Auraiya APMC,FAQ,3,17.098844537815125,23478.3,1173.915,22304.385,575,21400.0,904.3849999999984
From Uttar Pradesh-Sitapur-Mehmoodabad APMC to Uttar Pradesh-Basti-Basti APMC,FAQ,3,3.2002547319042165,10000.800000000001,500.0400000000001,9500.76,175,8600.0,900.7600000000002
From Gujarat-Ahmedabad-Ahmedabad APMC to Gujarat-Morbi-Morbi APMC,FAQ,4,173.41210269320538,10681.8,534.09,10147.71,200,9400.0,747.7099999999991
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Haryana-Rewari-Rewari APMC,Other,5,77.57981854377633,14710.199999999999,735.51,13974.689999999999,320,13240.0,734.6899999999987
From Uttar Pradesh-Mirzapur-Mirzapur APMC to Haryana-Jhajar-Bahadurgarh APMC,FAQ,3,22.85337344008249,34558.5,1727.9250000000002,32830.575,910,32120.0,710.5749999999971
From Punjab-Ludhiana-Ludhiana APMC to Haryana-Faridabad-Ballabhgarh APMC,FAQ,6,43.75587507947434,15603.0,780.1500000000001,14822.85,350,14200.0,622.8500000000004
From Gujarat-Mehsana-Mehsana(Mehsana Veg) APMC to Gujarat-Dahod-Dahod(Veg. Market) APMC,Local,3,20.63835385609431,14546.1,727.3050000000001,13818.795,320,13240.0,578.7950000000001
From Uttar Pradesh-Barabanki-Safdarganj APMC to Haryana-Sonipat-Sonepat APMC,FAQ,3,4.105026689921251,22916.1,1145.805,21770.295,570,21240.0,530.2949999999983
From Maharashtra-Pune-Pune APMC to Maharashtra-Nagpur-Nagpur APMC,Local,6,170.1349187320075,28015.2,1400.7600000000002,26614.440000000002,725,26200.0,414.4400000000023
"From Gujarat-Gandhinagar-Kalol(Veg,Market,Kalol) APMC to Haryana-Kurukshetra-Thanesar APMC",Local,3,7.706361684022853,39219.0,1960.95,37258.05,1060,36920.0,338.0500000000029
From Rajasthan-Sikar-Sikar APMC to Gujarat-Porbandar-Porbandar APMC,FAQ,4,20.82564196531081,38859.899999999994,1942.995,36916.90499999999,1050,36600.0,316.90499999999156
From Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC to Maharashtra-Sangli-Islampur APMC,Local,3,4.543922305764411,20449.2,1022.46,19426.74,505,19160.0,266.7400000000016
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Satara-Phaltan APMC,Local,3,5.788698107448108,11504.400000000001,575.2200000000001,10929.180000000002,240,10680.0,249.1800000000021
From NCT of Delhi-Delhi-Azadpur APMC to Punjab-Kapurthala-Phagwara APMC,FAQ,5,585.836628160144,15141.0,757.0500000000001,14383.95,350,14200.0,183.95000000000073
From Rajasthan-Sikar-Sikar APMC to Gujarat-Morbi-Morbi APMC,FAQ,4,23.778694662902467,29035.5,1451.775,27583.725,765,27480.0,103.72499999999854
From Maharashtra-Nashik-Nasik APMC to Maharashtra-Nagpur-Kamthi APMC,Local,3,71.84506578947368,28162.8,1408.14,26754.66,740,26680.0,74.65999999999985
From Uttar Pradesh-Auraiya-Auraiya APMC to Haryana-Sirsa-Sirsa APMC,FAQ,3,9.870149758454106,27302.100000000002,1365.1050000000002,25936.995000000003,715,25880.0,56.99500000000262
From Rajasthan-Kota-Kota (F&V) APMC to Punjab-Ropar (Rupnagar)-Ropar APMC,Other,3,46.98990956613461,28797.899999999998,1439.895,27358.004999999997,760,27320.0,38.00499999999738
From Uttar Pradesh-Auraiya-Auraiya APMC to Punjab-Kapurthala-Phagwara APMC,FAQ,3,7.768609413462354,32112.600000000002,1605.63,30506.97,860,30520.0,-13.029999999998836
From Uttar Pradesh-Auraiya-Auraiya APMC to Haryana-Kaithal-Kaithal APMC,FAQ,3,10.444627319236764,22730.7,1136.535,21594.165,585,21720.0,-125.83499999999913
From NCT of Delhi-Delhi-Azadpur APMC to Haryana-Sirsa-Sirsa APMC,FAQ,4,621.4134966409737,11741.699999999999,587.0849999999999,11154.615,260,11320.0,-165.38500000000022
From Maharashtra-Kolhapur-Kolhapur APMC to Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC,Local,3,17.358799019607844,21233.699999999997,1061.685,20172.014999999996,545,20440.0,-267.9850000000042
From Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC to Maharashtra-Satara-Phaltan APMC,Local,3,5.797601540616246,12296.4,614.82,11681.58,280,11960.0,-278.4200000000001
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Amarawati-Amrawati(Frui & Veg. Market) APMC,Local,4,13.468990886068323,21376.5,1068.825,20307.675,550,20600.0,-292.3250000000007
From Gujarat-Dahod-Dahod(Veg. Market) APMC to Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC,Local,3,6.2022294372294375,19002.899999999998,950.145,18052.754999999997,480,18360.0,-307.2450000000026
From Maharashtra-Nashik-Pimpalgaon APMC to Gujarat-Bharuch-Bharuch APMC,Local,3,58.334909862142105,11532.6,576.63,10955.970000000001,260,11320.0,-364.02999999999884
From NCT of Delhi-Delhi-Keshopur APMC to Punjab-Kapurthala-Phagwara APMC,FAQ,6,185.91066704628975,14856.3,742.815,14113.484999999999,360,14520.0,-406.51500000000124
From Maharashtra-Nashik-Nasik APMC to Gujarat-Bharuch-Bharuch APMC,Local,4,89.55232271448665,10630.5,531.525,10098.975,235,10520.0,-421.02499999999964
From Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC to Gujarat-Mehsana-Mehsana(Mehsana Veg) APMC,Local,4,6.17714674807698,13467.0,673.35,12793.65,320,13240.0,-446.35000000000036
From Maharashtra-Pune-Junnar(Narayangaon) APMC to Maharashtra-Satara-Satara APMC,Local,3,241.6899124452783,9761.1,488.05500000000006,9273.045,210,9720.0,-446.9549999999999
From Punjab-Ludhiana-Khanna APMC to Haryana-Gurgaon-Pataudi APMC,Other,3,7.667366522366522,13457.1,672.855,12784.245,320,13240.0,-455.7549999999992
From Maharashtra-Sholapur-Solapur APMC to Gujarat-Dahod-Dahod(Veg. Market) APMC,Local,4,15.317876660714493,25641.0,1282.0500000000002,24358.95,685,24920.0,-561.0499999999993
From NCT of Delhi-Delhi-Keshopur APMC to Haryana-Sirsa-Sirsa APMC,FAQ,3,206.50065076660118,11157.6,557.88,10599.720000000001,260,11320.0,-720.2799999999988
From Uttar Pradesh-Chandauli-Chandoli APMC to Punjab-Kapurthala-Phagwara APMC,FAQ,3,12.00241469816273,39764.4,1988.2200000000003,37776.18,1110,38520.0,-743.8199999999997
From Karnataka-Shimoga-Shimoga APMC to Maharashtra-Satara-Vai APMC,Local,3,27.059323671497584,21711.9,1085.595,20626.305,575,21400.0,-773.6949999999997
"From Maharashtra-Pune-Pune APMC to Karnataka-Bangalore-Binny Mill (F&V), Bangalore APMC",Local,6,164.80267271910066,31230.3,1561.515,29668.785,860,30520.0,-851.2150000000001
From Uttar Pradesh-Mirzapur-Ahirora APMC to Haryana-Jhajar-Jhajjar APMC,Other,4,100.64263833992095,32879.4,1643.9700000000003,31235.43,910,32120.0,-884.5699999999997
From Maharashtra-Nashik-Nasik APMC to Gujarat-Dahod-Dahod(Veg. Market) APMC,Local,6,96.32704313876302,17293.2,864.6600000000001,16428.54,450,17400.0,-971.4599999999991
From Gujarat-Dahod-Dahod(Veg. Market) APMC to Haryana-Kurukshetra-Thanesar APMC,Local,3,4.779378400972792,36282.0,1814.1000000000001,34467.9,1015,35480.0,-1012.0999999999985
From Gujarat-Ahmedabad-Ahmedabad APMC to Gujarat-Navsari-Bilimora APMC,FAQ,3,170.5310515873016,12505.800000000001,625.2900000000001,11880.51,310,12920.0,-1039.4899999999998
From Uttar Pradesh-Sitapur-Mehmoodabad APMC to Haryana-Faridabad-Ballabhgarh APMC,FAQ,3,3.090915915915916,19997.4,999.8700000000001,18997.530000000002,540,20280.0,-1282.4699999999975
From Rajasthan-Udaipur-Udaipur (F&V) APMC to Haryana-Rohtak-Rohtak APMC,Other,3,31.830594405594407,25043.699999999997,1252.185,23791.514999999996,695,25240.0,-1448.4850000000042
From Punjab-Kapurthala-Phagwara APMC to Haryana-Sirsa-Sirsa APMC,FAQ,3,4.26037814037814,9543.300000000001,477.1650000000001,9066.135,235,10520.0,-1453.8649999999998
"From Maharashtra-Nashik-Pimpalgaon APMC to Gujarat-Gandhinagar-Kalol(Veg,Market,Kalol) APMC",Local,3,51.933295579101205,18753.3,937.665,17815.635,510,19320.0,-1504.3650000000016
From Gujarat-Morbi-Morbi APMC to Gujarat-Gir Somnath-Talalagir APMC,FAQ,3,10.729090980024969,10134.3,506.715,9627.585,255,11160.0,-1532.4150000000009
From Uttar Pradesh-Barabanki-Safdarganj APMC to Haryana-Hissar-Hansi APMC,FAQ,3,5.396301666587381,25577.7,1278.8850000000002,24298.815000000002,715,25880.0,-1581.1849999999977
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Jalgaon-Jalgaon APMC,Local,4,17.010828705310654,18836.1,941.805,17894.295,515,19480.0,-1585.7050000000017
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Punjab-Patiala-Patran APMC,Other,5,75.99471603192858,19984.8,999.24,18985.559999999998,550,20600.0,-1614.4400000000023
From Uttar Pradesh-Mirzapur-Ahirora APMC to Rajasthan-Jodhpur-Jodhpur (F&V) APMC,Other,3,56.43641156462585,39129.299999999996,1956.465,37172.835,1120,38840.0,-1667.1650000000009
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Kolhapur-Vadgaonpeth APMC,Local,3,5.636551120151425,16183.2,809.1600000000001,15374.04,440,17080.0,-1705.9599999999991
From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Uttar Pradesh-Pratapgarh-Pratapgarh APMC,FAQ,3,30.401483019564413,32001.0,1600.0500000000002,30400.95,910,32120.0,-1719.0499999999993
From Uttar Pradesh-Barabanki-Safdarganj APMC to Punjab-Kapurthala-Phagwara APMC,FAQ,4,7.586806139893951,31932.9,1596.6450000000002,30336.255,910,32120.0,-1783.744999999999
From Uttar Pradesh-Auraiya-Auraiya APMC to Uttar Pradesh-Pratapgarh-Pratapgarh APMC,FAQ,3,6.482954078812288,12052.8,602.64,11450.16,320,13240.0,-1789.8400000000001
From Maharashtra-Pune-Junnar(Narayangaon) APMC to Karnataka-Mysore-Nanjangud APMC,Local,3,246.68941798941796,35270.4,1763.5200000000002,33506.880000000005,1010,35320.0,-1813.1199999999953
From Maharashtra-Nashik-Pimpalgaon APMC to Maharashtra-Kolhapur-Vadgaonpeth APMC,Local,3,65.57031147387185,17051.7,852.585,16199.115000000002,470,18040.0,-1840.8849999999984
"From Maharashtra-Nashik-Nasik APMC to Gujarat-Gandhinagar-Kalol(Veg,Market,Kalol) APMC",Local,5,93.82614588658606,18383.1,919.155,17463.945,510,19320.0,-1856.0550000000003
From Uttar Pradesh-Raebarelli-Raibareilly APMC to Haryana-Sirsa-Sirsa APMC,FAQ,3,3.3861544011544016,28900.8,1445.04,27455.76,825,29400.0,-1944.2400000000016
From Rajasthan-Jodhpur-Jodhpur (F&V) APMC to Rajasthan-Hanumangarh-HanumangarhTown APMC,Other,3,19.94850176859227,17260.5,863.0250000000001,16397.475,480,18360.0,-1962.5250000000015
From Maharashtra-Kolhapur-Kolhapur APMC to Maharashtra-Nagpur-Hingna APMC,Local,3,14.70728960803689,29535.0,1476.75,28058.25,845,30040.0,-1981.75
From Rajasthan-Jodhpur-Jodhpur (F&V) APMC to Haryana-Jhajar-Jhajjar APMC,Other,3,103.23364145658263,20314.2,1015.71,19298.49,575,21400.0,-2101.5099999999984
From Maharashtra-Nashik-Nasik APMC to Maharashtra-Nagpur-Hingna APMC,Local,6,101.12689974699556,24580.8,1229.04,23351.76,705,25560.0,-2208.2400000000016
From Maharashtra-Kolhapur-Kolhapur APMC to Karnataka-Chikmagalur-Chikkamagalore APMC,Local,5,10.839564180854504,19302.899999999998,965.145,18337.754999999997,550,20600.0,-2262.2450000000026
From Maharashtra-Nashik-Nasik APMC to Maharashtra-Kolhapur-Kolhapur APMC,Local,6,89.0760972576606,15823.2,791.1600000000001,15032.04,450,17400.0,-2367.959999999999
From Rajasthan-Udaipur-Udaipur (F&V) APMC to Punjab-Patiala-Patiala APMC,Other,4,22.49511588673442,27060.6,1353.03,25707.57,785,28120.0,-2412.4300000000003
From Rajasthan-Jaipur-Jaipur (F&V) APMC to Punjab-Kapurthala-Phagwara APMC,FAQ,5,199.94489832444418,20306.4,1015.3200000000002,19291.08,585,21720.0,-2428.9199999999983
From Uttar Pradesh-Mirzapur-Ahirora APMC to Punjab-Patiala-Patiala APMC,Other,4,88.5799200699903,36265.5,1813.275,34452.225,1060,36920.0,-2467.7750000000015
"From Uttar Pradesh-Azamgarh-Azamgarh APMC to Haryana-Karnal-New Grain Market(main), Karnal APMC",FAQ,3,19.728302005012534,31119.6,1555.98,29563.62,910,32120.0,-2556.380000000001
From Rajasthan-Sikar-Sikar APMC to Uttar Pradesh-Sant Kabir Nagar-Khalilabad APMC,FAQ,3,30.961592728259394,31076.1,1553.805,29522.295,910,32120.0,-2597.7050000000017
From Uttar Pradesh-Raebarelli-Raibareilly APMC to Haryana-Faridabad-Ballabhgarh APMC,FAQ,3,5.732095343680709,21465.0,1073.25,20391.75,625,23000.0,-2608.25
From Karnataka-Kolar-Chintamani APMC to Maharashtra-Sangli-Islampur APMC,Local,5,46.351183807134895,23090.1,1154.5049999999999,21935.594999999998,675,24600.0,-2664.4050000000025
From Haryana-Gurgaon-Gurgaon APMC to Punjab-Pathankot-Pathankot APMC,Other,4,47.08266892439234,18145.5,907.2750000000001,17238.225,530,19960.0,-2721.7750000000015
